product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,proficiency_level_start,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator,tnps_basic_numerator,tnps_basic_denominator,tnps_deluxe_numerator,tnps_deluxe_denominator,tnps_premium_numerator,tnps_premium_denominator,aht_basic_numerator,aht_basic_denominator,aht_deluxe_numerator,aht_deluxe_denominator,aht_premium_numerator,aht_premium_denominator
TTL Assisted Consumer,50000034039,RCOTTRELL,INTUIT,Tax Expert,PL4,PL3,Re-Hire,2,2,2,2,11.11,14.45,0,0,758.216666,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,25.133334,2,174.95,8,426.283333,14
TTL Full Service Consumer,50000034039,RCOTTRELL,INTUIT,Tax Expert,PL4,PL3,Re-Hire,4,5,1,2,84.13,102.27,44,65,4737.566668,205,130.463302,49,10.602868,9,30.75161,13,87.01895,26,0,0,1,1,1,2,36.433333,7,649.900001,28,656.56667,30
TTL Assisted Consumer,50000035660,CBOYER2,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,0,0,0,1.73,2.37,0,0,592.4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.383333,3,64.683333,5
TTL Full Service Consumer,50000035660,CBOYER2,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,0,0,0,7.56,8.78,1,4,238.333334,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.833333,5,0,0,32.15,3
TTL Assisted Consumer,50000037166,TCHARLES,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,2,2,2,13.99,16.92,0,0,1601.966664,56,0,0,0,0,0,0,0,0,0,0,0,0,1,2,134.65,4,180.383333,7,936.383331,27
TTL Full Service Consumer,50000037166,TCHARLES,INTUIT,Tax Associate,PL4,PL4,Re-Hire,4,4,0,0,68.54,77.47,37,41,2669.98334,175,292.400318,64,10.763429,8,33.678233,10,247.958656,46,0,0,0,0,1,1,99.549999,5,270.766666,17,510.200001,28
TTL Assisted Consumer,50000037469,JHELLMANN,INTUIT,Tax Expert,PL4,PL4,Re-Hire,8,16,12,16,31.99,36.16,0,0,2657.033333,110,0,0,0,0,0,0,0,0,0,0,1,7,3,5,163.199999,8,1093.583334,43,811.883335,36
TTL Full Service Consumer,50000037469,JHELLMANN,INTUIT,Tax Expert,PL4,PL4,Re-Hire,3,3,0,0,120.31,132.08,54,85,8869.066671,281,545.204336,98,58.64225,26,94.391638,25,384.708372,46,0,0,0,0,1,1,417.583332,13,784.033334,36,1350.766668,38
TTL Assisted Consumer,50000042682,TLINDGREN,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,5,5,5,17.1,19.45,0,0,8181.000001,256,0,0,0,0,0,0,0,0,1,1,1,1,2,2,332.099999,23,1224.366669,44,1915.266668,68
TTL Full Service Consumer,50000042682,TLINDGREN,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,5,3,3,112.42,125.97,52,80,4720.133336,420,268.808371,89,71.213078,27,63.439539,25,134.155754,37,0,0,0,0,2,2,108.550001,17,598.416664,81,391.316668,42
TTL Assisted Consumer,50000044014,RTHWING,INTUIT,Tax Expert,PL4,PL4,Re-Hire,2,3,3,3,19.56,25.53,0,0,1929.100004,100,0,0,0,0,0,0,0,0,0,0,0,0,2,2,129.950001,9,723.55,36,424.216669,30
TTL Full Service Consumer,50000044014,RTHWING,INTUIT,Tax Expert,PL4,PL4,Re-Hire,6,10,2,3,65.24,80.72,48,87,5887.533333,188,368.721994,95,58.183747,27,109.087711,27,193.022112,40,1,1,0,0,1,1,821.166666,12,1474.750001,21,259.3,13
TTL Assisted Consumer,50000044344,ERAGLAND,INTUIT,Tax Expert,PL4,PL4,Re-Hire,8,9,6,8,20.21,24.24,0,0,7200.86667,203,0,0,0,0,0,0,0,0,1,1,4,4,3,4,207.349999,13,1569.616667,45,1556.783334,69
TTL Full Service Consumer,50000044344,ERAGLAND,INTUIT,Tax Expert,PL4,PL4,Re-Hire,2,2,1,1,54.46,67.12,15,34,2773.550002,228,245.393892,57,19.41475,9,66.05808,23,159.921062,25,0,0,0,0,2,2,176.65,3,114.05,13,251.183333,21
TTL Assisted Consumer,50000052022,JVALENZUELA,INTUIT,Tax Expert,OTHER,OTHER,New Hire,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
TTL Assisted Consumer,50000052625,KALLEN5,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,28.06,32.46,0,0,1143.733332,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1,5,239.6,13,394.266666,16
TTL Assisted Consumer,50000052625,KALLEN5,INTUIT,Tax Associate,PL4,PL3,Re-Hire,0,0,0,0,28.06,32.46,0,0,1143.733332,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1,5,239.6,13,394.266666,16
TTL Full Service Consumer,50000052625,KALLEN5,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,70.87,81.85,43,54,2621.749997,171,313.088722,105,14.394508,11,113.922775,46,184.771439,48,0,0,0,0,0,0,145.483334,6,255.1,13,263.3,16
TTL Full Service Consumer,50000052625,KALLEN5,INTUIT,Tax Associate,PL4,PL3,Re-Hire,0,0,0,0,70.87,81.85,43,54,2621.749997,171,313.088722,105,14.394508,11,113.922775,46,184.771439,48,0,0,0,0,0,0,145.483334,6,255.1,13,263.3,16
TTL Assisted Consumer,50000061142,PIRERI,INTUIT,Tax Associate,PL1,PL1,Re-Hire,7,10,9,10,69.38,82.49,0,0,6395.083336,235,0,0,0,0,0,0,0,0,0,0,1,1,6,9,396.150002,20,1170.766668,48,2573.583333,102
TTL Full Service Consumer,50000061142,PIRERI,INTUIT,Tax Associate,PL1,PL1,Re-Hire,2,2,0,0,43.11,49.98,16,32,2520.716664,91,0.620825,1,0.620825,1,0,0,0,0,1,1,1,1,0,0,186.716667,5,395.466666,12,344.049999,15
TTL Assisted Consumer,50000061442,PZANER,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,0,0,0,0,0,0,0,177.666668,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50000061442,PZANER,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,0,0,0,24.75,26.46,39,40,1356.833331,52,365.350642,91,34.383592,19,55.226622,18,275.740428,54,0,0,0,0,0,0,49.6,1,2.483333,1,87.416666,3
TTL Assisted Consumer,50000061463,STUCKER,INTUIT,Tax Expert,PL4,PL4,Re-Hire,2,5,4,4,12.41,13.47,0,0,1127.533335,61,0,0,0,0,0,0,0,0,0,0,0,1,2,4,53.999999,6,252.883335,21,421.600002,19
TTL Full Service Consumer,50000061463,STUCKER,INTUIT,Tax Expert,PL4,PL4,Re-Hire,3,4,0,0,116.91,126.94,54,79,2965.133334,252,282.071973,108,52.838944,35,47.631713,26,181.601316,47,0,0,0,0,0,0,173.95,23,370.166667,27,335.333335,24
TTL Assisted Consumer,50000061622,RGRIFFITH,INTUIT,Tax Expert,PL4,PL4,Re-Hire,10,13,11,13,60.04,68.62,0,0,4937.116667,251,0,0,0,0,0,0,0,0,1,1,3,3,3,6,562.116668,34,1123.666664,68,1188.983334,57
TTL Full Service Consumer,50000061622,RGRIFFITH,INTUIT,Tax Expert,PL4,PL4,Re-Hire,3,3,0,0,121.56,138.81,38,65,3778.900003,308,297.533745,108,62.136544,41,57.825608,26,177.571593,41,0,0,1,1,0,0,71.383333,9,665.999999,27,406.266668,32
TTL Assisted Consumer,50000065809,CROGERS1,INTUIT,Tax Expert,PL4,PL4,Re-Hire,4,4,3,3,19.09,23.03,0,0,5077.583333,114,0,0,0,0,0,0,0,0,1,1,1,1,0,0,57.900001,9,361.766666,21,2912.75,19
TTL Full Service Consumer,50000065809,CROGERS1,INTUIT,Tax Expert,PL4,PL4,Re-Hire,6,8,2,2,107.11,118.26,42,70,3463.816666,264,400.360965,151,33.079719,28,62.837806,35,304.44344,88,0,0,0,0,4,4,184.816666,22,339.5,23,578.8,32
TTL Assisted Consumer,50000066156,MLOIOLA,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,9,7,9,23.39,29.6,0,0,7540.400006,298,0,0,0,0,0,0,0,0,-1,1,2,2,3,5,718.083334,23,1063.316668,54,2029.799997,75
TTL Full Service Consumer,50000066156,MLOIOLA,INTUIT,Tax Expert,PL4,PL4,Re-Hire,7,10,5,6,97.31,116.25,47,96,7697.433336,294,299.477082,84,51.122695,27,42.230687,14,195.346763,42,1,1,3,3,2,2,167.400001,11,633.900001,34,402.283336,24
TTL Assisted Consumer,50000068723,KKU1,INTUIT,Tax Expert,PL4,PL4,Re-Hire,11,13,12,13,54.33,66.81,0,0,7198.250002,349,0,0,0,0,0,0,0,0,1,1,3,3,7,7,457.15,25,874.466667,57,1732.966666,90
TTL Full Service Consumer,50000068723,KKU1,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,13,2,2,235.04,275.82,94,156,12637.33333,732,535.209172,195,70.428381,51,83.712164,39,371.811716,103,1,2,1,1,0,6,385.950002,40,1019.73333,67,2071.966666,105
TTL Assisted Consumer,50000074200,SRASMUSSEN,INTUIT,Tax Expert,PL4,PL4,Re-Hire,6,6,6,6,4.32,5.12,0,0,3676.400005,175,0,0,0,0,0,0,0,0,0,0,1,1,4,4,272.483333,15,461.300002,24,1812.483335,68
TTL Full Service Consumer,50000074200,SRASMUSSEN,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,0,0,0,46.49,54.87,31,50,2840.216665,203,263.867742,70,18.209297,9,62.916383,23,182.742062,38,0,0,0,0,0,0,15.516666,2,314.516666,21,388.333335,29
TTL Assisted Consumer,50000074679,AHUTCHINSON2,INTUIT,Tax Expert,PL1,PL2,Re-Hire,1,1,1,1,3.04,3.08,0,0,336,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,85.55,2,123.066666,2,0,0
TTL Full Service Consumer,50000074679,AHUTCHINSON2,INTUIT,Tax Expert,PL1,PL2,Re-Hire,0,0,0,0,2.6,3.12,0,4,195.916667,9,11.697847,2,6.608285,1,5.089562,1,0,0,0,0,0,0,0,0,7.166667,1,104.5,2,0,0
TTL Assisted Consumer,50000074688,RSTEWARTGHAFOOR,INTUIT,Tax Expert,PL4,PL4,Re-Hire,7,7,4,5,4.42,4.9,0,0,3138.049998,85,0,0,0,0,0,0,0,0,0,0,1,1,4,4,75.75,4,183.033333,6,1475.883332,43
TTL Full Service Consumer,50000074688,RSTEWARTGHAFOOR,INTUIT,Tax Expert,PL4,PL4,Re-Hire,3,4,2,2,136.99,152.82,28,51,7570.449996,404,470.781785,51,24.085934,5,46.660292,9,400.035559,37,1,1,1,1,1,1,262.516666,23,289.95,39,1308.916665,54
TTL Assisted Consumer,50000074690,KCARROLL,INTUIT,Tax Expert,PL4,PL4,Re-Hire,6,6,6,6,16.87,18.75,0,0,2420.150003,109,0,0,0,0,0,0,0,0,2,2,1,1,1,1,104.249999,8,407.333334,17,457.783333,19
TTL Full Service Consumer,50000074690,KCARROLL,INTUIT,Tax Expert,PL4,PL4,Re-Hire,8,10,0,0,162.62,181.18,42,77,5297.383339,456,381.223067,97,51.804859,25,90.419678,30,231.533708,41,1,1,1,1,0,0,400.433334,38,1099.383337,60,140.799999,18
TTL Assisted Consumer,50000079685,JENNIFERM719,INTUIT,Tax Expert,OTHER,OTHER,New Hire,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
TTL Assisted Consumer,50000080013,SWOODS3,INTUIT,Tax Expert,PL4,PL4,Re-Hire,7,7,7,7,17.67,21.07,0,0,2629.266666,74,0,0,0,0,0,0,0,0,2,2,1,1,4,4,242.066667,7,1186.783332,19,703.033332,28
TTL Full Service Consumer,50000080013,SWOODS3,INTUIT,Tax Expert,PL4,PL4,Re-Hire,7,8,1,2,159.88,184.87,78,105,11063.25,417,331.210433,126,41.507256,26,63.55821,26,226.144967,74,0,0,1,1,2,2,223.183333,17,684.133334,33,1573.88333,59
TTL Assisted Consumer,50000080333,MMARTIN11,INTUIT,Tax Expert,PL4,PL4,Re-Hire,4,6,5,6,0,0,0,0,2118.216667,88,0,0,0,0,0,0,0,0,0,0,-1,1,5,5,50.916666,6,437.433333,14,1280.150002,43
TTL Full Service Consumer,50000080333,MMARTIN11,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,0,0,0,0,0,0,0,460.866666,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7,5,271.35,15
TTL Assisted Consumer,50000087411,VKOTA1,INTUIT,Tax Specialist,PL1,PL1,New Hire,2,2,1,2,32.54,44.26,0,0,1026.933327,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,80.899999,7,437.866664,18,439.899998,22
TTL Full Service Consumer,50000087411,VKOTA1,INTUIT,Tax Specialist,PL1,PL1,New Hire,0,0,0,0,20.49,27.58,3,11,478.733334,58,3.581716,3,1.841707,2,1.740009,1,0,0,0,0,0,0,0,0,3.466667,1,102.833334,4,140.05,11
TTL Assisted Consumer,50001951059,JREDD1,INTUIT,Tax Expert,PL2,PL1,Re-Hire,7,7,7,7,27.54,31.31,0,0,3124.816668,102,0,0,0,0,0,0,0,0,1,1,1,1,4,4,501.75,14,992.616668,39,901.85,27
TTL Full Service Consumer,50001951059,JREDD1,INTUIT,Tax Expert,PL2,PL1,Re-Hire,5,5,1,1,82.88,90.08,37,66,4197.63333,185,230.887861,55,123.590079,29,76.75748,18,30.540302,8,4,4,0,0,1,1,896.033333,30,811.199994,35,634.016668,30
TTL Full Service Consumer,50001968551,JBIRCH,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1422.783333,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001969108,AWOUDSTRA,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,804.416667,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001969774,CRENNIE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,0,0,0,0,0,0,59.327861,22,9.463008,7,7.469412,4,42.395441,11,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50001969898,LPERRI,INTUIT,Tax Expert,PL2,PL1,Re-Hire,4,4,3,3,17.28,23.96,0,0,3280.416667,74,0,0,0,0,0,0,0,0,0,0,2,2,1,1,50.55,5,308.799999,18,494.783334,23
TTL Full Service Consumer,50001969898,LPERRI,INTUIT,Tax Expert,PL2,PL1,Re-Hire,3,5,0,0,111.3,146.11,38,70,8174.050003,312,197.271228,56,91.89609,34,47.86601,14,57.509128,8,0,0,0,0,0,0,506.683333,33,1169.65,38,391.983332,19
TTL Assisted Consumer,50001979411,AAGBOTA,INTUIT,Tax Specialist,PL3,PL2,Re-Hire,12,14,13,14,90.3,100.81,0,0,4453.083334,159,0,0,0,0,0,0,0,0,2,2,5,5,5,7,293.166665,13,1271.91667,47,2427.983333,76
TTL Full Service Consumer,50001979411,AAGBOTA,INTUIT,Tax Specialist,PL3,PL2,Re-Hire,35,37,2,3,272.69,300.65,69,121,10200.05,596,722.123502,247,207.250256,93,259.909283,94,252.235252,59,3,3,6,6,2,4,729.533336,47,1303.383334,107,2489.383334,93
TTL Assisted Consumer,50001979696,GGASTON,INTUIT,Tax Associate,PL2,PL2,Re-Hire,28,31,27,29,162.08,197.73,0,0,9068.216659,448,0,0,0,0,0,0,0,0,0,0,5,5,9,9,175.15,17,2353.016668,141,1754.316662,75
TTL Full Service Consumer,50001979696,GGASTON,INTUIT,Tax Associate,PL2,PL2,Re-Hire,6,6,0,0,224.74,261.7,78,154,7304.850008,590,251.354307,137,75.798023,56,78.071252,40,96.788325,40,0,0,1,1,2,2,322.283335,31,1367.400002,113,1058.416664,54
TTL Assisted Consumer,50001981063,GCULCLAGER,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,8,4,7,52.27,60.59,0,0,5247.733335,229,0,0,0,0,0,0,0,0,0,0,1,4,0,4,310.183332,18,1040.983333,59,2076.033336,83
TTL Full Service Consumer,50001981063,GCULCLAGER,INTUIT,Tax Associate,PL4,PL4,Re-Hire,7,7,0,0,182.51,200.79,104,146,8893.583335,481,361.107931,171,41.469839,41,57.388533,38,262.249559,92,0,0,1,1,3,3,391.533332,21,1056.116668,57,2065.649999,100
TTL Assisted Consumer,50001981219,PMCGUINNESS,INTUIT,Tax Expert,PL4,PL4,Re-Hire,8,11,9,11,32.41,37.26,0,0,4661.499995,240,0,0,0,0,0,0,0,0,1,1,2,4,2,3,258.183333,24,1338.549999,75,817.099998,38
TTL Full Service Consumer,50001981219,PMCGUINNESS,INTUIT,Tax Expert,PL4,PL4,Re-Hire,10,10,2,2,94.51,104.05,33,55,4501.183334,233,369.950826,85,48.016297,21,88.585272,24,231.78228,39,0,0,0,0,2,2,149.766667,18,186.566664,14,1108.900003,46
TTL Assisted Consumer,50001981269,KBITTLES,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,5,5,5,12.81,16.42,0,0,1280.333335,51,0,0,0,0,0,0,0,0,0,0,1,1,3,3,291.666668,10,165.083333,11,694.866667,21
TTL Full Service Consumer,50001981269,KBITTLES,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,5,1,1,83.62,92.98,36,50,4947.516669,192,155.181388,61,19.207668,12,40.457469,22,95.516251,27,0,0,0,0,0,0,216.349999,5,605.900003,26,610.266667,28
TTL Assisted Consumer,50001981489,ALATTA,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,3,0,2,12.84,15.01,0,0,868.066665,28,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,73.933334,2,418.266665,10
TTL Full Service Consumer,50001981489,ALATTA,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,21.65,24.6,28,30,1092.583334,62,533.689946,113,46.822681,19,104.136472,25,370.093178,68,0,0,0,0,0,0,13.433333,1,33.566667,3,54.516667,8
TTL Assisted Consumer,50001981817,SSICHERMAN,INTUIT,Tax Expert,PL4,PL4,Re-Hire,3,4,4,4,14.22,16.96,0,0,876.799999,44,0,0,0,0,0,0,0,0,0,0,0,1,2,2,55.8,4,319.983332,16,310.833333,14
TTL Full Service Consumer,50001981817,SSICHERMAN,INTUIT,Tax Expert,PL4,PL4,Re-Hire,4,4,1,1,119.25,135.19,58,90,6307.333332,313,318.804913,92,31.502458,18,63.070323,26,224.232132,48,0,0,2,2,0,0,256.2,9,467.949999,39,811.783334,36
TTL Assisted Consumer,50001982243,RROSSBOSWELL,INTUIT,Tax Associate,PL4,PL4,Re-Hire,4,4,4,4,22.92,27,0,0,1339.600001,49,0,0,0,0,0,0,0,0,0,0,1,1,1,1,117.616667,5,445.283334,12,222.783333,12
TTL Full Service Consumer,50001982243,RROSSBOSWELL,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,3,0,0,98.46,114.16,26,48,3569.866667,279,75.279124,36,20.90939,14,14.351403,9,40.018331,13,0,0,1,1,0,0,99.616666,9,324.500001,31,382.183331,24
TTL Assisted Consumer,50001982291,JMOORE13,INTUIT,Tax Expert,PL4,PL4,Re-Hire,2,2,2,2,13.72,16.84,0,0,600.916667,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966667,1,129.533333,6
TTL Full Service Consumer,50001982291,JMOORE13,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,0,0,0,60.07,69.24,29,34,1839.316658,184,219.280802,61,34.658617,16,36.877462,15,147.744723,30,0,0,0,0,0,0,2.75,3,63.249999,28,167.866666,15
TTL Assisted Consumer,50001982419,NSTLOUIS,INTUIT,Tax Expert,PL3,PL3,Re-Hire,4,4,4,4,10.38,11.48,0,0,833.916664,25,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,26.816667,1,630.999997,20
TTL Full Service Consumer,50001982419,NSTLOUIS,INTUIT,Tax Expert,PL3,PL3,Re-Hire,3,5,0,1,72.16,78.86,33,49,2988.299998,140,126.371534,30,10.841306,4,37.23905,13,78.291178,13,0,0,0,0,-1,1,58,9,504.916666,18,573.583333,30
TTL Assisted Consumer,50001982992,TBECKER2,INTUIT,Tax Expert,PL4,PL1,Re-Hire,0,0,0,0,1.97,2.78,0,0,137.500001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001982992,TBECKER2,INTUIT,Tax Expert,PL4,PL1,Re-Hire,4,4,1,1,30.74,33.84,12,24,3171.800001,83,67.572005,13,11.667684,4,27.620374,3,28.283947,6,0,0,0,0,0,0,0,0,643.766665,19,498.916667,6
TTL Assisted Consumer,50001983055,SCLARK14,INTUIT,Tax Associate,PL3,PL3,Re-Hire,-1,1,0,1,12.4,15.15,0,0,1459.066666,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,16.933333,2,370.999999,9,404.450001,17
TTL Assisted Consumer,50001983055,SCLARK14,INTUIT,Tax Associate,PL4,PL3,Re-Hire,-1,1,0,1,12.4,15.15,0,0,1459.066666,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,16.933333,2,370.999999,9,404.450001,17
TTL Full Service Consumer,50001983055,SCLARK14,INTUIT,Tax Associate,PL3,PL3,Re-Hire,2,2,0,0,19.59,23.89,11,23,4332.033332,57,56.376718,21,23.183114,8,14.978763,7,18.214841,6,0,0,1,1,0,0,350.85,6,1033.716667,8,356.866666,9
TTL Full Service Consumer,50001983055,SCLARK14,INTUIT,Tax Associate,PL4,PL3,Re-Hire,2,2,0,0,19.59,23.89,11,23,4332.033332,57,56.376718,21,23.183114,8,14.978763,7,18.214841,6,0,0,1,1,0,0,350.85,6,1033.716667,8,356.866666,9
TTL Assisted Consumer,50001983184,SOWENS,INTUIT,Tax Associate,PL3,PL3,Re-Hire,10,12,9,10,44.83,48.48,0,0,2843.799996,116,0,0,0,0,0,0,0,0,1,2,3,4,6,6,470.766666,17,871.583332,41,1092.166666,36
TTL Full Service Consumer,50001983184,SOWENS,INTUIT,Tax Associate,PL3,PL3,Re-Hire,4,4,0,0,85.1,90.03,35,56,5520.666669,183,203.883633,53,33.08415,13,46.472617,17,117.444765,22,0,0,1,1,1,1,373.85,21,743.85,28,852,27
TTL Assisted Consumer,50001983490,DCOAKLEY,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,2,1,2,20.31,23.33,0,0,3460.383332,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250.499999,3,516.833331,22,507.650001,18
TTL Full Service Consumer,50001983490,DCOAKLEY,INTUIT,Tax Expert,PL4,PL4,Re-Hire,14,14,5,5,101.57,117.34,44,59,8326.133333,251,461.73995,103,62.810086,28,129.321254,34,269.60861,41,0,0,2,2,2,2,337.183335,10,672.866667,29,1693.116665,32
TTL Assisted Consumer,50001984257,MBUCHANAN,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,4,3,3,35.74,42.01,0,0,3187.833333,95,0,0,0,0,0,0,0,0,0,0,0,0,2,3,118.850001,3,584.85,25,1155.866666,33
TTL Full Service Consumer,50001984257,MBUCHANAN,INTUIT,Tax Associate,PL4,PL4,Re-Hire,2,4,1,2,107.15,117.66,53,69,6754.783328,234,408.223002,91,59.656608,23,40.153196,16,308.413198,52,0,0,0,0,0,0,199.966665,12,347.316668,11,935.449998,27
TTL Assisted Consumer,50001985777,JGROSSMAN,INTUIT,Tax Expert,PL3,PL2,Re-Hire,3,3,3,3,24.82,28.52,0,0,2743.949998,52,0,0,0,0,0,0,0,0,0,0,0,0,3,3,265.916666,8,441.133333,14,1869.9,21
TTL Full Service Consumer,50001985777,JGROSSMAN,INTUIT,Tax Expert,PL3,PL2,Re-Hire,9,11,6,8,118.8,139.43,54,75,6819.083329,295,149.876918,58,15.812728,13,62.784747,24,71.279443,21,0,0,2,4,1,1,359.3,13,1389.1,67,881.133334,31
TTL Assisted Consumer,50001986023,YHEATON,INTUIT,Tax Specialist,PL4,PL3,Re-Hire,5,5,5,5,15.91,19.05,0,0,499.116666,33,0,0,0,0,0,0,0,0,0,0,3,3,2,2,40.250001,5,183.516667,10,244.983332,14
TTL Full Service Consumer,50001986023,YHEATON,INTUIT,Tax Specialist,PL4,PL3,Re-Hire,2,2,0,0,20.9,22.75,18,27,721.516666,54,447.52119,193,106.458249,73,100.749308,46,237.756687,73,0,0,1,1,0,0,56.916666,3,94.55,4,90.233332,7
TTL Assisted Consumer,50001986577,KFENWICK,INTUIT,Tax Expert,PL4,PL4,Re-Hire,23,29,26,28,47.36,55.29,0,0,6455.250005,351,0,0,0,0,0,0,0,0,0,0,7,9,14,16,199.05,21,1282.749998,83,3132.116673,136
TTL Full Service Consumer,50001986577,KFENWICK,INTUIT,Tax Expert,PL4,PL4,Re-Hire,11,14,5,5,184.67,211.37,73,105,7806.316666,608,505.590088,158,44.407556,33,94.692548,37,366.489984,88,2,2,3,3,3,3,517.233334,43,628.35,55,2139.88333,160
TTL Assisted Consumer,50001987322,JWILLIAMS29,INTUIT,Tax Associate,PL4,PL4,Re-Hire,11,11,11,11,65.6,72.16,0,0,4592.266663,167,0,0,0,0,0,0,0,0,1,1,4,4,4,4,185.45,11,906.433333,41,2117.666664,67
TTL Full Service Consumer,50001987322,JWILLIAMS29,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,6,4,4,217.51,237.08,93,153,12343.13333,528,656.155324,192,53.416765,37,78.804069,36,519.859222,118,0,0,0,0,2,2,220.333335,16,904.283331,50,2326.083333,93
TTL Assisted Consumer,50001987422,SPACKARD,INTUIT,Tax Expert,PL4,PL4,Re-Hire,10,10,9,10,7.4,8.99,0,0,6151.016666,193,0,0,0,0,0,0,0,0,0,0,4,4,5,5,127.4,8,1544.983335,43,1987.466666,60
TTL Full Service Consumer,50001987422,SPACKARD,INTUIT,Tax Expert,PL4,PL4,Re-Hire,8,10,5,6,197.25,221.48,47,105,9552.166662,848,528.574371,98,74.396927,23,121.511457,30,302.900348,42,0,0,0,2,1,1,376.616667,43,1550.466668,121,1518.1,145
TTL Assisted Consumer,50001989300,KHARVEY2,INTUIT,Tax Expert,PL4,PL4,Re-Hire,18,21,19,21,7.81,8.68,0,0,9631.749998,484,0,0,0,0,0,0,0,0,1,1,4,4,10,13,257.633334,21,1167.433333,64,2860.566665,146
TTL Full Service Consumer,50001989300,KHARVEY2,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,10,4,4,126.88,136.95,59,106,6187.783335,420,487.411158,142,43.458226,32,100.625191,38,343.327741,72,1,1,0,1,0,2,225.450001,16,454.299998,34,642.700002,34
TTL Assisted Consumer,50001989367,TBOLDENE,INTUIT,Tax Associate,PL1,PL1,Re-Hire,1,5,3,5,32.31,40.23,0,0,2752.6,125,0,0,0,0,0,0,0,0,0,0,1,3,0,2,249.466666,14,983.216667,48,1065.100001,44
TTL Full Service Consumer,50001989367,TBOLDENE,INTUIT,Tax Associate,PL1,PL1,Re-Hire,1,1,0,0,52.15,59.24,21,35,1648.433333,132,152.913194,49,94.823199,31,25.013085,11,33.07691,7,0,0,0,0,0,0,80.099999,11,313.3,23,193.1,10
TTL Assisted Consumer,50001994240,CADCOCK,INTUIT,Tax Expert,PL4,PL4,Re-Hire,19,20,17,19,26.47,29.25,0,0,4892.133327,205,0,0,0,0,0,0,0,0,1,1,8,8,9,10,268.8,13,625.449999,41,1874.033332,72
